description,industry,complexity,estimated_duration,language,project_type,priority,tech_density,business_density
Développement d'un traffic management system with predictive ai algorithms,Transportation,simple,39,english,Système,HIGH,0.0,0.1111111111111111
Développement d'un plateforme de livraison autonome avec drones,Transportation,simple,33,french,SaaS,HIGH,0.0,0.0
Mise en place d'un traffic management system with predictive ai algorithms,Transportation,simple,32,english,Système,HIGH,0.0,0.09090909090909091
Développement d'un système de gestion du trafic avec ia prédictive,Transportation,simple,34,french,Système,LOW,0.0,0.1
Fleet management application with route optimization,Transportation,simple,50,english,Application Web,LOW,0.0,0.16666666666666666
Développement d'un application de gestion de flotte avec optimisation des tournées avec fleet-management,Transportation,simple,23,french,Application Web,MEDIUM,0.0,0.07692307692307693
Real-time logistics tracking system with IoT integration,Transportation,simple,32,english,Système,HIGH,0.0,0.0
Développement d'un plateforme de livraison autonome avec drones,Transportation,simple,38,french,SaaS,HIGH,0.0,0.0
Mise en place d'un traffic management system with predictive ai algorithms,Transportation,simple,24,english,Système,HIGH,0.0,0.09090909090909091
Implémentation d'une plateforme de livraison autonome avec drones,Transportation,simple,41,french,SaaS,MEDIUM,0.0,0.0
Implémentation d'une public transport application with predictive scheduling,Transportation,simple,46,english,Application Web,HIGH,0.0,0.0
Mise en place d'un système de gestion du trafic avec ia prédictive avec route-optimization,Transportation,simple,47,french,Système,MEDIUM,0.0,0.07142857142857142
Implémentation d'une ridesharing platform with intelligent matching algorithms avec route-optimization,Transportation,simple,22,english,Application Web,LOW,0.0,0.0
Application de transport public avec horaires prédictifs avec authentification SSO,Transportation,simple,20,french,Application Web,HIGH,0.0,0.0
Implémentation d'une fleet management application with route optimization avec real-time-tracking sécurisé et scalable,Transportation,moyen,50,english,Application Web,HIGH,0.0,0.07692307692307693
Création d'une plateforme de covoiturage avec algorithme de matching avec fleet-management,Transportation,simple,48,french,SaaS,MEDIUM,0.0,0.0
Ridesharing platform with intelligent matching algorithms,Transportation,simple,43,english,Application Web,HIGH,0.0,0.0
Implémentation d'une système de suivi logistique en temps réel avec iot avec route-optimization,Transportation,simple,44,french,Système,HIGH,0.0,0.0
Développement d'un real-time logistics tracking system with iot integration,Transportation,simple,25,english,Système,HIGH,0.0,0.0
Mise en place d'un système de gestion du trafic avec ia prédictive avec authentification SSO,Transportation,simple,29,french,Système,MEDIUM,0.0,0.06666666666666667
Implémentation d'une real-time logistics tracking system with iot integration avec fleet-management,Transportation,moyen,53,english,Système,HIGH,0.0,0.0
Implémentation d'une système de suivi logistique en temps réel avec iot avec route-optimization,Transportation,simple,23,french,Système,HIGH,0.0,0.0
Création d'une traffic management system with predictive ai algorithms avec fleet-management,Transportation,moyen,63,english,Système,LOW,0.0,0.09090909090909091
Création d'une application de transport public avec horaires prédictifs,Transportation,simple,35,french,Application Web,LOW,0.0,0.0
Mise en place d'un ridesharing platform with intelligent matching algorithms,Transportation,simple,38,english,Application Web,HIGH,0.0,0.0
Mise en place d'un application de transport public avec horaires prédictifs avec predictive-algorithms intégrant des APIs externes,Transportation,moyen,67,french,API REST,MEDIUM,0.0,0.0
Développement d'un public transport application with predictive scheduling avec fleet-management,Transportation,simple,23,english,Application Web,MEDIUM,0.0,0.0
Création d'une application de transport public avec horaires prédictifs avec route-optimization,Transportation,moyen,65,french,Application Web,LOW,0.0,0.0
Création d'une real-time logistics tracking system with iot integration,Transportation,simple,30,english,Système,HIGH,0.0,0.0
Implémentation d'une système de gestion du trafic avec ia prédictive,Transportation,simple,46,french,Système,HIGH,0.0,0.1
Autonomous delivery platform using drone technology,Transportation,simple,34,english,Application Web,LOW,0.0,0.0
Implémentation d'une système de gestion du trafic avec ia prédictive sécurisé et scalable,Transportation,simple,20,french,Système,LOW,0.0,0.07692307692307693
Création d'une real-time logistics tracking system with iot integration avec autonomous-vehicles,Transportation,moyen,73,english,Système,HIGH,0.0,0.0
Création d'une système de gestion du trafic avec ia prédictive,Transportation,simple,24,french,Système,MEDIUM,0.0,0.1
Création d'une traffic management system with predictive ai algorithms avec real-time-tracking,Transportation,moyen,56,english,Système,HIGH,0.0,0.09090909090909091
Mise en place d'un application de transport public avec horaires prédictifs,Transportation,simple,37,french,Application Web,MEDIUM,0.0,0.0
Développement d'un traffic management system with predictive ai algorithms avec authentification SSO,Transportation,simple,26,english,Système,LOW,0.0,0.08333333333333333
Mise en place d'un application de gestion de flotte avec optimisation des tournées avec fleet-management,Transportation,simple,48,french,Application Web,MEDIUM,0.0,0.06666666666666667
Développement d'un fleet management application with route optimization,Transportation,simple,45,english,Application Web,LOW,0.0,0.125
Mise en place d'un plateforme de livraison autonome avec drones,Transportation,simple,45,french,SaaS,MEDIUM,0.0,0.0
Mise en place d'un traffic management system with predictive ai algorithms,Transportation,simple,35,english,Système,HIGH,0.0,0.09090909090909091
Mise en place d'un plateforme de covoiturage avec algorithme de matching,Transportation,simple,50,french,SaaS,HIGH,0.0,0.0
Traffic management system with predictive AI algorithms avec route-optimization,Transportation,moyen,59,english,Système,HIGH,0.0,0.1111111111111111
Développement d'un application de transport public avec horaires prédictifs avec analytics avancés,Transportation,simple,49,french,Application Web,MEDIUM,0.0,0.0
Implémentation d'une public transport application with predictive scheduling,Transportation,simple,36,english,Application Web,HIGH,0.0,0.0
Implémentation d'une système de gestion du trafic avec ia prédictive,Transportation,simple,35,french,Système,LOW,0.0,0.1
Création d'une ridesharing platform with intelligent matching algorithms avec predictive-algorithms avec analytics avancés,Transportation,simple,46,english,Application Web,HIGH,0.0,0.0
Plateforme de livraison autonome avec drones,Transportation,simple,27,french,SaaS,HIGH,0.0,0.0
Mise en place d'un autonomous delivery platform using drone technology,Transportation,simple,20,english,Application Web,HIGH,0.0,0.0
Développement d'un système de gestion du trafic avec ia prédictive,Transportation,simple,43,french,Système,MEDIUM,0.0,0.1
Real-time logistics tracking system with IoT integration multi-plateforme,Transportation,simple,33,english,SaaS,HIGH,0.0,0.0
Création d'une application de gestion de flotte avec optimisation des tournées,Transportation,simple,32,french,Application Web,MEDIUM,0.0,0.09090909090909091
Création d'une fleet management application with route optimization avec fleet-management,Transportation,simple,29,english,Application Web,HIGH,0.0,0.1
Création d'une système de gestion du trafic avec ia prédictive,Transportation,simple,21,french,Système,MEDIUM,0.0,0.1
Développement d'un real-time logistics tracking system with iot integration,Transportation,simple,27,english,Système,HIGH,0.0,0.0
Mise en place d'un système de gestion du trafic avec ia prédictive,Transportation,simple,21,french,Système,MEDIUM,0.0,0.08333333333333333
Mise en place d'un autonomous delivery platform using drone technology avec authentification SSO,Transportation,simple,25,english,Application Web,LOW,0.0,0.0
Développement d'un plateforme de livraison autonome avec drones multi-plateforme,Transportation,simple,50,french,SaaS,MEDIUM,0.0,0.0
Real-time logistics tracking system with IoT integration,Transportation,simple,20,english,Système,HIGH,0.0,0.0
Système de suivi logistique en temps réel avec IoT,Transportation,simple,45,french,Système,HIGH,0.0,0.0
Création d'une ridesharing platform with intelligent matching algorithms,Transportation,simple,45,english,Application Web,LOW,0.0,0.0
Implémentation d'une système de gestion du trafic avec ia prédictive avec fleet-management,Transportation,simple,46,french,Système,HIGH,0.0,0.08333333333333333
Implémentation d'une fleet management application with route optimization,Transportation,simple,26,english,Application Web,HIGH,0.0,0.125
Création d'une plateforme de covoiturage avec algorithme de matching,Transportation,simple,42,french,SaaS,LOW,0.0,0.0
Implémentation d'une fleet management application with route optimization avec real-time-tracking,Transportation,moyen,70,english,Application Web,HIGH,0.0,0.1
Mise en place d'un application de gestion de flotte avec optimisation des tournées avec route-optimization,Transportation,simple,26,french,Application Web,MEDIUM,0.0,0.06666666666666667
